data_horario;user_home;user_away;team_home;team_away;resultado;Score_end_home;Score_end_away;target_class;team_playing_home;team_playing_away
2021-03-05 19:40:00;MELTOSIK;KRAY;LIVERPOOL (MELTOSIK) ESPORTS;MAN UTD (KRAY) ESPORTS;1-1;1;1;0;LIVERPOOL;MAN UTD
2021-03-05 19:52:00;BOULEVARD_PROSPECT;MELTOSIK;MAN CITY (BOULEVARD_PROSPECT) ESPORTS;LIVERPOOL (MELTOSIK) ESPORTS;0-1;0;1;2;MAN CITY;LIVERPOOL
2021-03-05 19:52:00;KRAY;LABOTRYAS;MAN UTD (KRAY) ESPORTS;TOTTENHAM (LABOTRYAS) ESPORTS;2-1;2;1;1;MAN UTD;TOTTENHAM
2021-03-05 20:04:00;LABOTRYAS;BOULEVARD_PROSPECT;TOTTENHAM (LABOTRYAS) ESPORTS;MAN CITY (BOULEVARD_PROSPECT) ESPORTS;1-0;1;0;1;TOTTENHAM;MAN CITY
2021-03-05 20:16:00;BOULEVARD_PROSPECT;KRAY;MAN CITY (BOULEVARD_PROSPECT) ESPORTS;MAN UTD (KRAY) ESPORTS;3-1;3;1;1;MAN CITY;MAN UTD
2021-03-05 20:28:00;LABOTRYAS;MELTOSIK;TOTTENHAM (LABOTRYAS) ESPORTS;LIVERPOOL (MELTOSIK) ESPORTS;2-2;2;2;0;TOTTENHAM;LIVERPOOL
2021-03-05 20:40:00;KRAY;MELTOSIK;MAN UTD (KRAY) ESPORTS;LIVERPOOL (MELTOSIK) ESPORTS;2-0;2;0;1;MAN UTD;LIVERPOOL
2021-03-05 20:52:00;MELTOSIK;BOULEVARD_PROSPECT;LIVERPOOL (MELTOSIK) ESPORTS;MAN CITY (BOULEVARD_PROSPECT) ESPORTS;0-0;0;0;0;LIVERPOOL;MAN CITY
2021-03-05 20:52:00;LABOTRYAS;KRAY;TOTTENHAM (LABOTRYAS) ESPORTS;MAN UTD (KRAY) ESPORTS;0-1;0;1;2;TOTTENHAM;MAN UTD
2021-03-05 21:04:00;BOULEVARD_PROSPECT;LABOTRYAS;MAN CITY (BOULEVARD_PROSPECT) ESPORTS;TOTTENHAM (LABOTRYAS) ESPORTS;1-4;1;4;2;MAN CITY;TOTTENHAM
2021-03-05 21:16:00;KRAY;BOULEVARD_PROSPECT;MAN UTD (KRAY) ESPORTS;MAN CITY (BOULEVARD_PROSPECT) ESPORTS;1-2;1;2;2;MAN UTD;MAN CITY
2021-03-05 21:28:00;MELTOSIK;LABOTRYAS;LIVERPOOL (MELTOSIK) ESPORTS;TOTTENHAM (LABOTRYAS) ESPORTS;1-0;1;0;1;LIVERPOOL;TOTTENHAM
2021-03-05 22:00:00;MELTOSIK;KRAY;SPAIN (MELTOSIK) ESPORTS;ENGLAND (KRAY) ESPORTS;1-1;1;1;0;SPAIN;ENGLAND
2021-03-05 22:12:00;KRAY;LABOTRYAS;ENGLAND (KRAY) ESPORTS;NETHERLANDS (LABOTRYAS) ESPORTS;1-0;1;0;1;ENGLAND;NETHERLANDS
2021-03-05 22:12:00;BOULEVARD_PROSPECT;MELTOSIK;ITALY (BOULEVARD_PROSPECT) ESPORTS;SPAIN (MELTOSIK) ESPORTS;0-2;0;2;2;ITALY;SPAIN
2021-03-05 22:24:00;LABOTRYAS;BOULEVARD_PROSPECT;NETHERLANDS (LABOTRYAS) ESPORTS;ITALY (BOULEVARD_PROSPECT) ESPORTS;1-1;1;1;0;NETHERLANDS;ITALY
2021-03-05 22:36:00;BOULEVARD_PROSPECT;KRAY;ITALY (BOULEVARD_PROSPECT) ESPORTS;ENGLAND (KRAY) ESPORTS;0-3;0;3;2;ITALY;ENGLAND
2021-03-05 22:48:00;LABOTRYAS;MELTOSIK;NETHERLANDS (LABOTRYAS) ESPORTS;SPAIN (MELTOSIK) ESPORTS;2-0;2;0;1;NETHERLANDS;SPAIN
2021-03-05 23:00:00;KRAY;MELTOSIK;ENGLAND (KRAY) ESPORTS;SPAIN (MELTOSIK) ESPORTS;3-0;3;0;1;ENGLAND;SPAIN
2021-03-05 23:12:00;LABOTRYAS;KRAY;NETHERLANDS (LABOTRYAS) ESPORTS;ENGLAND (KRAY) ESPORTS;1-0;1;0;1;NETHERLANDS;ENGLAND
2021-03-05 23:12:00;MELTOSIK;BOULEVARD_PROSPECT;SPAIN (MELTOSIK) ESPORTS;ITALY (BOULEVARD_PROSPECT) ESPORTS;2-1;2;1;1;SPAIN;ITALY
2021-03-05 23:24:00;BOULEVARD_PROSPECT;LABOTRYAS;ITALY (BOULEVARD_PROSPECT) ESPORTS;NETHERLANDS (LABOTRYAS) ESPORTS;0-1;0;1;2;ITALY;NETHERLANDS
2021-03-05 23:36:00;KRAY;BOULEVARD_PROSPECT;ENGLAND (KRAY) ESPORTS;ITALY (BOULEVARD_PROSPECT) ESPORTS;2-0;2;0;1;ENGLAND;ITALY
2021-03-05 23:48:00;MELTOSIK;LABOTRYAS;SPAIN (MELTOSIK) ESPORTS;NETHERLANDS (LABOTRYAS) ESPORTS;1-2;1;2;2;SPAIN;NETHERLANDS
2021-03-06 00:10:00;MELTOSIK;KRAY;BARCELONA (MELTOSIK) ESPORTS;REAL MADRID (KRAY) ESPORTS;3-3;3;3;0;BARCELONA;REAL MADRID
2021-03-06 00:22:00;BOULEVARD_PROSPECT;MELTOSIK;BAYERN (BOULEVARD_PROSPECT) ESPORTS;BARCELONA (MELTOSIK) ESPORTS;1-2;1;2;2;BAYERN;BARCELONA
2021-03-06 00:22:00;KRAY;LABOTRYAS;REAL MADRID (KRAY) ESPORTS;LIVERPOOL (LABOTRYAS) ESPORTS;0-1;0;1;2;REAL MADRID;LIVERPOOL
2021-03-06 00:34:00;LABOTRYAS;BOULEVARD_PROSPECT;LIVERPOOL (LABOTRYAS) ESPORTS;BAYERN (BOULEVARD_PROSPECT) ESPORTS;2-1;2;1;1;LIVERPOOL;BAYERN
2021-03-06 00:46:00;BOULEVARD_PROSPECT;KRAY;BAYERN (BOULEVARD_PROSPECT) ESPORTS;REAL MADRID (KRAY) ESPORTS;2-1;2;1;1;BAYERN;REAL MADRID
2021-03-06 00:58:00;LABOTRYAS;MELTOSIK;LIVERPOOL (LABOTRYAS) ESPORTS;BARCELONA (MELTOSIK) ESPORTS;2-2;2;2;0;LIVERPOOL;BARCELONA
2021-03-06 01:10:00;KRAY;MELTOSIK;REAL MADRID (KRAY) ESPORTS;BARCELONA (MELTOSIK) ESPORTS;2-2;2;2;0;REAL MADRID;BARCELONA
2021-03-06 01:22:00;LABOTRYAS;KRAY;LIVERPOOL (LABOTRYAS) ESPORTS;REAL MADRID (KRAY) ESPORTS;2-0;2;0;1;LIVERPOOL;REAL MADRID
2021-03-06 01:22:00;MELTOSIK;BOULEVARD_PROSPECT;BARCELONA (MELTOSIK) ESPORTS;BAYERN (BOULEVARD_PROSPECT) ESPORTS;0-1;0;1;2;BARCELONA;BAYERN
2021-03-06 01:34:00;BOULEVARD_PROSPECT;LABOTRYAS;BAYERN (BOULEVARD_PROSPECT) ESPORTS;LIVERPOOL (LABOTRYAS) ESPORTS;4-1;4;1;1;BAYERN;LIVERPOOL
2021-03-06 01:46:00;KRAY;BOULEVARD_PROSPECT;REAL MADRID (KRAY) ESPORTS;BAYERN (BOULEVARD_PROSPECT) ESPORTS;1-1;1;1;0;REAL MADRID;BAYERN
2021-03-06 01:58:00;MELTOSIK;LABOTRYAS;BARCELONA (MELTOSIK) ESPORTS;LIVERPOOL (LABOTRYAS) ESPORTS;2-2;2;2;0;BARCELONA;LIVERPOOL
2021-03-06 02:00:00;REBELS;LION;CSKA (REBELS) ESPORTS;D.KIEV (LION) ESPORTS;1-0;1;0;1;CSKA;D.KIEV
2021-03-06 02:00:00;NAZARIO;KRAVARK;S.MOSCOW (NAZARIO) ESPORTS;L.MOSCOW (KRAVARK) ESPORTS;0-2;0;2;2;S.MOSCOW;L.MOSCOW
2021-03-06 02:12:00;LION;STRATEG;D.KIEV (LION) ESPORTS;SHAKHTAR (STRATEG) ESPORTS;2-2;2;2;0;D.KIEV;SHAKHTAR
2021-03-06 02:12:00;KRAVARK;REBELS;L.MOSCOW (KRAVARK) ESPORTS;CSKA (REBELS) ESPORTS;0-0;0;0;0;L.MOSCOW;CSKA
2021-03-06 02:24:00;REBELS;NAZARIO;CSKA (REBELS) ESPORTS;S.MOSCOW (NAZARIO) ESPORTS;4-1;4;1;1;CSKA;S.MOSCOW
2021-03-06 02:24:00;STRATEG;KRAVARK;SHAKHTAR (STRATEG) ESPORTS;L.MOSCOW (KRAVARK) ESPORTS;1-1;1;1;0;SHAKHTAR;L.MOSCOW
2021-03-06 02:36:00;NAZARIO;STRATEG;S.MOSCOW (NAZARIO) ESPORTS;SHAKHTAR (STRATEG) ESPORTS;1-0;1;0;1;S.MOSCOW;SHAKHTAR
2021-03-06 02:36:00;KRAVARK;LION;L.MOSCOW (KRAVARK) ESPORTS;D.KIEV (LION) ESPORTS;0-2;0;2;2;L.MOSCOW;D.KIEV
2021-03-06 02:48:00;LION;NAZARIO;D.KIEV (LION) ESPORTS;S.MOSCOW (NAZARIO) ESPORTS;0-0;0;0;0;D.KIEV;S.MOSCOW
2021-03-06 02:48:00;STRATEG;REBELS;SHAKHTAR (STRATEG) ESPORTS;CSKA (REBELS) ESPORTS;1-1;1;1;0;SHAKHTAR;CSKA
2021-03-06 03:00:00;KRAVARK;NAZARIO;L.MOSCOW (KRAVARK) ESPORTS;S.MOSCOW (NAZARIO) ESPORTS;3-2;3;2;1;L.MOSCOW;S.MOSCOW
2021-03-06 03:00:00;LION;REBELS;D.KIEV (LION) ESPORTS;CSKA (REBELS) ESPORTS;0-0;0;0;0;D.KIEV;CSKA
2021-03-06 03:12:00;REBELS;KRAVARK;CSKA (REBELS) ESPORTS;L.MOSCOW (KRAVARK) ESPORTS;1-1;1;1;0;CSKA;L.MOSCOW
2021-03-06 03:12:00;STRATEG;LION;SHAKHTAR (STRATEG) ESPORTS;D.KIEV (LION) ESPORTS;3-0;3;0;1;SHAKHTAR;D.KIEV
2021-03-06 03:24:00;NAZARIO;REBELS;S.MOSCOW (NAZARIO) ESPORTS;CSKA (REBELS) ESPORTS;1-4;1;4;2;S.MOSCOW;CSKA
2021-03-06 03:24:00;KRAVARK;STRATEG;L.MOSCOW (KRAVARK) ESPORTS;SHAKHTAR (STRATEG) ESPORTS;0-3;0;3;2;L.MOSCOW;SHAKHTAR
2021-03-06 03:36:00;STRATEG;NAZARIO;SHAKHTAR (STRATEG) ESPORTS;S.MOSCOW (NAZARIO) ESPORTS;1-0;1;0;1;SHAKHTAR;S.MOSCOW
2021-03-06 03:36:00;LION;KRAVARK;D.KIEV (LION) ESPORTS;L.MOSCOW (KRAVARK) ESPORTS;0-1;0;1;2;D.KIEV;L.MOSCOW
2021-03-06 03:48:00;NAZARIO;LION;S.MOSCOW (NAZARIO) ESPORTS;D.KIEV (LION) ESPORTS;2-3;2;3;2;S.MOSCOW;D.KIEV
2021-03-06 03:48:00;REBELS;STRATEG;CSKA (REBELS) ESPORTS;SHAKHTAR (STRATEG) ESPORTS;2-0;2;0;1;CSKA;SHAKHTAR
2021-03-06 04:10:00;REBELS;LION;BARCELONA (REBELS) ESPORTS;REAL MADRID (LION) ESPORTS;0-2;0;2;2;BARCELONA;REAL MADRID
2021-03-06 04:10:00;NAZARIO;KRAVARK;PSG (NAZARIO) ESPORTS;BAYERN (KRAVARK) ESPORTS;1-1;1;1;0;PSG;BAYERN
2021-03-06 04:22:00;KRAVARK;REBELS;BAYERN (KRAVARK) ESPORTS;BARCELONA (REBELS) ESPORTS;1-1;1;1;0;BAYERN;BARCELONA
2021-03-06 04:22:00;LION;STRATEG;REAL MADRID (LION) ESPORTS;LIVERPOOL (STRATEG) ESPORTS;3-0;3;0;1;REAL MADRID;LIVERPOOL
2021-03-06 04:34:00;REBELS;NAZARIO;BARCELONA (REBELS) ESPORTS;PSG (NAZARIO) ESPORTS;2-1;2;1;1;BARCELONA;PSG
2021-03-06 04:34:00;STRATEG;KRAVARK;LIVERPOOL (STRATEG) ESPORTS;BAYERN (KRAVARK) ESPORTS;0-0;0;0;0;LIVERPOOL;BAYERN
2021-03-06 04:46:00;NAZARIO;STRATEG;PSG (NAZARIO) ESPORTS;LIVERPOOL (STRATEG) ESPORTS;1-1;1;1;0;PSG;LIVERPOOL
2021-03-06 04:46:00;KRAVARK;LION;BAYERN (KRAVARK) ESPORTS;REAL MADRID (LION) ESPORTS;1-2;1;2;2;BAYERN;REAL MADRID
2021-03-06 04:58:00;LION;NAZARIO;REAL MADRID (LION) ESPORTS;PSG (NAZARIO) ESPORTS;1-3;1;3;2;REAL MADRID;PSG
2021-03-06 04:58:00;STRATEG;REBELS;LIVERPOOL (STRATEG) ESPORTS;BARCELONA (REBELS) ESPORTS;1-3;1;3;2;LIVERPOOL;BARCELONA
2021-03-06 05:10:00;KRAVARK;NAZARIO;BAYERN (KRAVARK) ESPORTS;PSG (NAZARIO) ESPORTS;2-2;2;2;0;BAYERN;PSG
2021-03-06 05:10:00;LION;REBELS;REAL MADRID (LION) ESPORTS;BARCELONA (REBELS) ESPORTS;3-0;3;0;1;REAL MADRID;BARCELONA
2021-03-06 05:22:00;REBELS;KRAVARK;BARCELONA (REBELS) ESPORTS;BAYERN (KRAVARK) ESPORTS;3-0;3;0;1;BARCELONA;BAYERN
2021-03-06 05:22:00;STRATEG;LION;LIVERPOOL (STRATEG) ESPORTS;REAL MADRID (LION) ESPORTS;0-8;0;8;2;LIVERPOOL;REAL MADRID
2021-03-06 05:34:00;KRAVARK;STRATEG;BAYERN (KRAVARK) ESPORTS;LIVERPOOL (STRATEG) ESPORTS;2-1;2;1;1;BAYERN;LIVERPOOL
2021-03-06 05:34:00;NAZARIO;REBELS;PSG (NAZARIO) ESPORTS;BARCELONA (REBELS) ESPORTS;0-1;0;1;2;PSG;BARCELONA
2021-03-06 05:46:00;LION;KRAVARK;REAL MADRID (LION) ESPORTS;BAYERN (KRAVARK) ESPORTS;1-0;1;0;1;REAL MADRID;BAYERN
2021-03-06 05:46:00;STRATEG;NAZARIO;LIVERPOOL (STRATEG) ESPORTS;PSG (NAZARIO) ESPORTS;3-2;3;2;1;LIVERPOOL;PSG
2021-03-06 05:58:00;NAZARIO;LION;PSG (NAZARIO) ESPORTS;REAL MADRID (LION) ESPORTS;0-3;0;3;2;PSG;REAL MADRID
2021-03-06 05:58:00;REBELS;STRATEG;BARCELONA (REBELS) ESPORTS;LIVERPOOL (STRATEG) ESPORTS;4-1;4;1;1;BARCELONA;LIVERPOOL
2021-03-06 06:20:00;NAZARIO;KRAVARK;LIVERPOOL (NAZARIO) ESPORTS;MAN CITY (KRAVARK) ESPORTS;2-3;2;3;2;LIVERPOOL;MAN CITY
2021-03-06 06:20:00;REBELS;LION;TOTTENHAM (REBELS) ESPORTS;CHELSEA (LION) ESPORTS;2-0;2;0;1;TOTTENHAM;CHELSEA
2021-03-06 06:32:00;KRAVARK;REBELS;MAN CITY (KRAVARK) ESPORTS;TOTTENHAM (REBELS) ESPORTS;1-2;1;2;2;MAN CITY;TOTTENHAM
2021-03-06 06:32:00;LION;STRATEG;CHELSEA (LION) ESPORTS;MAN UTD (STRATEG) ESPORTS;4-1;4;1;1;CHELSEA;MAN UTD
2021-03-06 06:44:00;REBELS;NAZARIO;TOTTENHAM (REBELS) ESPORTS;LIVERPOOL (NAZARIO) ESPORTS;4-0;4;0;1;TOTTENHAM;LIVERPOOL
2021-03-06 06:44:00;STRATEG;KRAVARK;MAN UTD (STRATEG) ESPORTS;MAN CITY (KRAVARK) ESPORTS;2-8;2;8;2;MAN UTD;MAN CITY
2021-03-06 06:56:00;NAZARIO;STRATEG;LIVERPOOL (NAZARIO) ESPORTS;MAN UTD (STRATEG) ESPORTS;2-2;2;2;0;LIVERPOOL;MAN UTD
2021-03-06 06:56:00;KRAVARK;LION;MAN CITY (KRAVARK) ESPORTS;CHELSEA (LION) ESPORTS;1-1;1;1;0;MAN CITY;CHELSEA
2021-03-06 07:08:00;LION;NAZARIO;CHELSEA (LION) ESPORTS;LIVERPOOL (NAZARIO) ESPORTS;4-2;4;2;1;CHELSEA;LIVERPOOL
2021-03-06 07:20:00;KRAVARK;NAZARIO;MAN CITY (KRAVARK) ESPORTS;LIVERPOOL (NAZARIO) ESPORTS;1-0;1;0;1;MAN CITY;LIVERPOOL
2021-03-06 07:20:00;LION;REBELS;CHELSEA (LION) ESPORTS;TOTTENHAM (REBELS) ESPORTS;1-2;1;2;2;CHELSEA;TOTTENHAM
2021-03-06 07:32:00;REBELS;KRAVARK;TOTTENHAM (REBELS) ESPORTS;MAN CITY (KRAVARK) ESPORTS;1-1;1;1;0;TOTTENHAM;MAN CITY
2021-03-06 07:32:00;STRATEG;LION;MAN UTD (STRATEG) ESPORTS;CHELSEA (LION) ESPORTS;1-2;1;2;2;MAN UTD;CHELSEA
2021-03-06 07:44:00;KRAVARK;STRATEG;MAN CITY (KRAVARK) ESPORTS;MAN UTD (STRATEG) ESPORTS;2-1;2;1;1;MAN CITY;MAN UTD
2021-03-06 07:44:00;NAZARIO;REBELS;LIVERPOOL (NAZARIO) ESPORTS;TOTTENHAM (REBELS) ESPORTS;0-2;0;2;2;LIVERPOOL;TOTTENHAM
2021-03-06 07:56:00;STRATEG;NAZARIO;MAN UTD (STRATEG) ESPORTS;LIVERPOOL (NAZARIO) ESPORTS;3-1;3;1;1;MAN UTD;LIVERPOOL
2021-03-06 07:56:00;LION;KRAVARK;CHELSEA (LION) ESPORTS;MAN CITY (KRAVARK) ESPORTS;1-1;1;1;0;CHELSEA;MAN CITY
2021-03-06 08:08:00;REBELS;STRATEG;TOTTENHAM (REBELS) ESPORTS;MAN UTD (STRATEG) ESPORTS;1-0;1;0;1;TOTTENHAM;MAN UTD
2021-03-06 08:08:00;NAZARIO;LION;LIVERPOOL (NAZARIO) ESPORTS;CHELSEA (LION) ESPORTS;1-3;1;3;2;LIVERPOOL;CHELSEA
2021-03-06 08:20:00;STRATEG;REBELS;MAN UTD (STRATEG) ESPORTS;TOTTENHAM (REBELS) ESPORTS;0-1;0;1;2;MAN UTD;TOTTENHAM
2021-03-06 08:40:00;NIKKITTA;ORLOVSKY1;BRAZIL (NIKKITTA) ESPORTS;BELGIUM (ORLOVSKY1) ESPORTS;0-2;0;2;2;BRAZIL;BELGIUM
2021-03-06 08:40:00;FOGGY;DM1TRENA;FRANCE (FOGGY) ESPORTS;PORTUGAL (DM1TRENA) ESPORTS;0-0;0;0;0;FRANCE;PORTUGAL
2021-03-06 08:52:00;DM1TRENA;NIKKITTA;PORTUGAL (DM1TRENA) ESPORTS;BRAZIL (NIKKITTA) ESPORTS;1-1;1;1;0;PORTUGAL;BRAZIL
2021-03-06 08:52:00;ORLOVSKY1;SLEZAINTIMA;BELGIUM (ORLOVSKY1) ESPORTS;GERMANY (SLEZAINTIMA) ESPORTS;4-2;4;2;1;BELGIUM;GERMANY
2021-03-06 09:04:00;NIKKITTA;FOGGY;BRAZIL (NIKKITTA) ESPORTS;FRANCE (FOGGY) ESPORTS;0-2;0;2;2;BRAZIL;FRANCE
2021-03-06 09:04:00;SLEZAINTIMA;DM1TRENA;GERMANY (SLEZAINTIMA) ESPORTS;PORTUGAL (DM1TRENA) ESPORTS;1-1;1;1;0;GERMANY;PORTUGAL
2021-03-06 09:16:00;FOGGY;SLEZAINTIMA;FRANCE (FOGGY) ESPORTS;GERMANY (SLEZAINTIMA) ESPORTS;3-2;3;2;1;FRANCE;GERMANY
2021-03-06 09:16:00;DM1TRENA;ORLOVSKY1;PORTUGAL (DM1TRENA) ESPORTS;BELGIUM (ORLOVSKY1) ESPORTS;1-4;1;4;2;PORTUGAL;BELGIUM
2021-03-06 09:28:00;SLEZAINTIMA;NIKKITTA;GERMANY (SLEZAINTIMA) ESPORTS;BRAZIL (NIKKITTA) ESPORTS;1-0;1;0;1;GERMANY;BRAZIL
2021-03-06 09:28:00;ORLOVSKY1;FOGGY;BELGIUM (ORLOVSKY1) ESPORTS;FRANCE (FOGGY) ESPORTS;0-3;0;3;2;BELGIUM;FRANCE
2021-03-06 09:40:00;DM1TRENA;FOGGY;PORTUGAL (DM1TRENA) ESPORTS;FRANCE (FOGGY) ESPORTS;2-1;2;1;1;PORTUGAL;FRANCE
2021-03-06 09:40:00;ORLOVSKY1;NIKKITTA;BELGIUM (ORLOVSKY1) ESPORTS;BRAZIL (NIKKITTA) ESPORTS;2-1;2;1;1;BELGIUM;BRAZIL
2021-03-06 09:52:00;SLEZAINTIMA;ORLOVSKY1;GERMANY (SLEZAINTIMA) ESPORTS;BELGIUM (ORLOVSKY1) ESPORTS;0-2;0;2;2;GERMANY;BELGIUM
2021-03-06 09:52:00;NIKKITTA;DM1TRENA;BRAZIL (NIKKITTA) ESPORTS;PORTUGAL (DM1TRENA) ESPORTS;2-0;2;0;1;BRAZIL;PORTUGAL
2021-03-06 10:04:00;FOGGY;NIKKITTA;FRANCE (FOGGY) ESPORTS;BRAZIL (NIKKITTA) ESPORTS;1-1;1;1;0;FRANCE;BRAZIL
2021-03-06 10:04:00;DM1TRENA;SLEZAINTIMA;PORTUGAL (DM1TRENA) ESPORTS;GERMANY (SLEZAINTIMA) ESPORTS;1-3;1;3;2;PORTUGAL;GERMANY
2021-03-06 10:16:00;ORLOVSKY1;DM1TRENA;BELGIUM (ORLOVSKY1) ESPORTS;PORTUGAL (DM1TRENA) ESPORTS;2-5;2;5;2;BELGIUM;PORTUGAL
2021-03-06 10:16:00;SLEZAINTIMA;FOGGY;GERMANY (SLEZAINTIMA) ESPORTS;FRANCE (FOGGY) ESPORTS;2-2;2;2;0;GERMANY;FRANCE
2021-03-06 10:28:00;FOGGY;ORLOVSKY1;FRANCE (FOGGY) ESPORTS;BELGIUM (ORLOVSKY1) ESPORTS;2-1;2;1;1;FRANCE;BELGIUM
2021-03-06 10:28:00;NIKKITTA;SLEZAINTIMA;BRAZIL (NIKKITTA) ESPORTS;GERMANY (SLEZAINTIMA) ESPORTS;0-2;0;2;2;BRAZIL;GERMANY
2021-03-06 10:50:00;NIKKITTA;ORLOVSKY1;LEICESTER (NIKKITTA) ESPORTS;ARSENAL (ORLOVSKY1) ESPORTS;2-1;2;1;1;LEICESTER;ARSENAL
2021-03-06 10:50:00;FOGGY;DM1TRENA;AC MILAN (FOGGY) ESPORTS;BAYER 04 (DM1TRENA) ESPORTS;0-1;0;1;2;AC MILAN;BAYER 04
2021-03-06 11:02:00;DM1TRENA;NIKKITTA;BAYER 04 (DM1TRENA) ESPORTS;LEICESTER (NIKKITTA) ESPORTS;2-0;2;0;1;BAYER 04;LEICESTER
2021-03-06 11:02:00;ORLOVSKY1;SLEZAINTIMA;ARSENAL (ORLOVSKY1) ESPORTS;NAPOLI (SLEZAINTIMA) ESPORTS;1-2;1;2;2;ARSENAL;NAPOLI
2021-03-06 11:14:00;NIKKITTA;FOGGY;LEICESTER (NIKKITTA) ESPORTS;AC MILAN (FOGGY) ESPORTS;2-0;2;0;1;LEICESTER;AC MILAN
2021-03-06 11:14:00;SLEZAINTIMA;DM1TRENA;NAPOLI (SLEZAINTIMA) ESPORTS;BAYER 04 (DM1TRENA) ESPORTS;1-1;1;1;0;NAPOLI;BAYER 04
2021-03-06 11:26:00;FOGGY;SLEZAINTIMA;AC MILAN (FOGGY) ESPORTS;NAPOLI (SLEZAINTIMA) ESPORTS;0-0;0;0;0;AC MILAN;NAPOLI
2021-03-06 11:26:00;DM1TRENA;ORLOVSKY1;BAYER 04 (DM1TRENA) ESPORTS;ARSENAL (ORLOVSKY1) ESPORTS;3-3;3;3;0;BAYER 04;ARSENAL
2021-03-06 11:38:00;ORLOVSKY1;FOGGY;ARSENAL (ORLOVSKY1) ESPORTS;AC MILAN (FOGGY) ESPORTS;0-0;0;0;0;ARSENAL;AC MILAN
2021-03-06 11:38:00;SLEZAINTIMA;NIKKITTA;NAPOLI (SLEZAINTIMA) ESPORTS;LEICESTER (NIKKITTA) ESPORTS;0-1;0;1;2;NAPOLI;LEICESTER
2021-03-06 11:50:00;ORLOVSKY1;NIKKITTA;ARSENAL (ORLOVSKY1) ESPORTS;LEICESTER (NIKKITTA) ESPORTS;0-2;0;2;2;ARSENAL;LEICESTER
2021-03-06 11:50:00;DM1TRENA;FOGGY;BAYER 04 (DM1TRENA) ESPORTS;AC MILAN (FOGGY) ESPORTS;2-1;2;1;1;BAYER 04;AC MILAN
2021-03-06 12:02:00;NIKKITTA;DM1TRENA;LEICESTER (NIKKITTA) ESPORTS;BAYER 04 (DM1TRENA) ESPORTS;1-4;1;4;2;LEICESTER;BAYER 04
2021-03-06 12:02:00;SLEZAINTIMA;ORLOVSKY1;NAPOLI (SLEZAINTIMA) ESPORTS;ARSENAL (ORLOVSKY1) ESPORTS;0-4;0;4;2;NAPOLI;ARSENAL
2021-03-06 12:14:00;DM1TRENA;SLEZAINTIMA;BAYER 04 (DM1TRENA) ESPORTS;NAPOLI (SLEZAINTIMA) ESPORTS;0-0;0;0;0;BAYER 04;NAPOLI
2021-03-06 12:14:00;FOGGY;NIKKITTA;AC MILAN (FOGGY) ESPORTS;LEICESTER (NIKKITTA) ESPORTS;2-0;2;0;1;AC MILAN;LEICESTER
2021-03-06 12:26:00;SLEZAINTIMA;FOGGY;NAPOLI (SLEZAINTIMA) ESPORTS;AC MILAN (FOGGY) ESPORTS;1-1;1;1;0;NAPOLI;AC MILAN
2021-03-06 12:26:00;ORLOVSKY1;DM1TRENA;ARSENAL (ORLOVSKY1) ESPORTS;BAYER 04 (DM1TRENA) ESPORTS;1-1;1;1;0;ARSENAL;BAYER 04
2021-03-06 12:38:00;FOGGY;ORLOVSKY1;AC MILAN (FOGGY) ESPORTS;ARSENAL (ORLOVSKY1) ESPORTS;1-2;1;2;2;AC MILAN;ARSENAL
2021-03-06 12:38:00;NIKKITTA;SLEZAINTIMA;LEICESTER (NIKKITTA) ESPORTS;NAPOLI (SLEZAINTIMA) ESPORTS;2-0;2;0;1;LEICESTER;NAPOLI
2021-03-06 13:10:00;FOGGY;DM1TRENA;PSG (FOGGY) ESPORTS;LIVERPOOL (DM1TRENA) ESPORTS;1-0;1;0;1;PSG;LIVERPOOL
2021-03-06 13:10:00;NIKKITTA;ORLOVSKY1;BARCELONA (NIKKITTA) ESPORTS;BAYERN (ORLOVSKY1) ESPORTS;2-2;2;2;0;BARCELONA;BAYERN
2021-03-06 13:22:00;ORLOVSKY1;SLEZAINTIMA;BAYERN (ORLOVSKY1) ESPORTS;REAL MADRID (SLEZAINTIMA) ESPORTS;1-2;1;2;2;BAYERN;REAL MADRID
2021-03-06 13:22:00;DM1TRENA;NIKKITTA;LIVERPOOL (DM1TRENA) ESPORTS;BARCELONA (NIKKITTA) ESPORTS;2-2;2;2;0;LIVERPOOL;BARCELONA
2021-03-06 13:34:00;NIKKITTA;FOGGY;BARCELONA (NIKKITTA) ESPORTS;PSG (FOGGY) ESPORTS;3-0;3;0;1;BARCELONA;PSG
2021-03-06 13:34:00;SLEZAINTIMA;DM1TRENA;REAL MADRID (SLEZAINTIMA) ESPORTS;LIVERPOOL (DM1TRENA) ESPORTS;2-1;2;1;1;REAL MADRID;LIVERPOOL
2021-03-06 13:46:00;FOGGY;SLEZAINTIMA;PSG (FOGGY) ESPORTS;REAL MADRID (SLEZAINTIMA) ESPORTS;1-2;1;2;2;PSG;REAL MADRID
2021-03-06 13:46:00;DM1TRENA;ORLOVSKY1;LIVERPOOL (DM1TRENA) ESPORTS;BAYERN (ORLOVSKY1) ESPORTS;2-1;2;1;1;LIVERPOOL;BAYERN
2021-03-06 13:58:00;ORLOVSKY1;FOGGY;BAYERN (ORLOVSKY1) ESPORTS;PSG (FOGGY) ESPORTS;1-4;1;4;2;BAYERN;PSG
